ENB2012_data,,,,,,,,,,,,,,,,,,,,,,
TAVG,WSPD,PRES,TOTAL_FLOOR_AREA,PROPERTY_TYPE,GLAZED_AREA,EXTENSION_COUNT,WALLS_DESCRIPTION,FLOOR_DESCRIPTION,FLOOR_LEVEL,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_ENERGY_EFF,WALLS_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,LIGHTING_ENV_EFF,LIGHTING_ENERGY_EFF,NUMBER_HEATED_ROOMS,NUMBER_HABITABLE_ROOMS,ENERGY_CONSUMPTION
0.82,612.5,318.5,147,7,4,0.1,5,22.89,28.88,117,0.498094367370665,0.19678186715645,0.0269542198283384,0.509725100796867,27,0.483679336527918,0.00455765355502428,0.692432290796242,0.961039809026793,4,1,
0.82,612.5,318.5,147,7,5,0.1,5,23.86,27.69,56,0.553940650046355,0.157252616830635,0.482904944439678,0.795869044473563,33,0.924900310636699,0.386900666327882,0.530068316945755,0.563839948510707,2,3,
0.79,637,343,147,7,2,0.1,5,37.03,34.99,134,0.60172814542042,0.0000536818101568233,0.574631490828034,0.986152359599713,17,0.483631238620233,0.750287041278366,0.946123972536767,0.812820189659558,1,2,
0.79,637,343,147,7,3,0.1,5,36.71,34.18,180,0.834210475875758,0.431569690203575,0.808244517095322,0.794842788945073,32,0.724204575129558,0.644348821329939,0.512094673417693,0.272490015779553,2,3,
0.79,637,343,147,7,4,0.1,5,36.77,43.14,21,0.845862833577217,0.34264982423103,0.0563470082071163,0.655546256320969,64,0.34090436276387,0.559385951229581,0.794565386868042,0.906828577592647,2,2,
0.79,637,343,147,7,5,0.1,5,35.48,41.26,41,0.437646117502359,0.00567335578083181,0.02079512281609,0.979677397120873,83,0.170793867348975,0.562478916964541,0.141943202440098,0.135139085851001,4,1,
0.76,661.5,416.5,122.5,7,2,0.1,5,32.31,34.25,56,0.215325393358621,0.708570797214328,0.83083659222023,0.231596005907256,56,0.23523636583756,0.0679785157102588,0.531721395900077,0.216971916803988,1,2,
0.76,661.5,416.5,122.5,7,3,0.1,5,33.21,34.35,72,0.730452397404948,0.952608463288989,0.104737760474973,0.120019065851061,18,0.502104329961646,0.523796474478295,0.605858014511018,0.244529727878265,4,4,
0.76,661.5,416.5,122.5,7,4,0.1,5,32.46,33.64,107,0.222526154618193,0.0472980524431721,0.980859657942611,0.441287343509384,83,0.119212332725146,0.952896130373647,0.821993437108121,0.613635015925353,2,4,
0.76,661.5,416.5,122.5,7,5,0.1,5,33.27,33.88,39,0.927953203450141,0.130169195690875,0.360406997543932,0.986630333558574,84,0.96959062375639,0.636718246537554,0.341008614633757,0.0138877824945779,3,2,
0.74,686,245,220.5,3.5,2,0.1,5,10.47,13.65,144,0.080045868766577,0.899503692405746,0.635890789282924,0.443349622672295,13,0.964842402148857,0.0701568537391584,0.402781312230179,0.630440125596574,4,4,
0.74,686,245,220.5,3.5,3,0.1,5,10.37,13.44,187,0.190573720142864,0.308391149844504,0.45639634504333,0.085944691304991,98,0.756640709985566,0.452348719817834,0.228459479856566,0.407838398460644,3,1,
0.74,686,245,220.5,3.5,4,0.1,5,10.34,13.72,49,0.895171087799369,0.29579631061515,0.405163020399109,0.199944440911619,93,0.311578354691383,0.843170966056318,0.278708760430242,0.46059712440899,2,3,
0.74,686,245,220.5,3.5,5,0.1,5,10.39,13.5,37,0.706978624603025,0.148406062274696,0.176655766908807,0.784724970894154,13,0.300318180009848,0.276384911787437,0.980903764790637,0.479479953062294,4,4,
0.71,710.5,269.5,220.5,3.5,2,0.1,5,10.78,14.18,181,0.531786599461009,0.464901420948549,0.143611948738268,0.730609180325506,19,0.0230114151953659,0.869639786695514,0.688612939923027,0.8401245246732,2,2,
0.71,710.5,269.5,220.5,3.5,3,0.1,5,10.7,13.75,192,0.945396229217276,0.69296379159225,0.0822480729754931,0.765526075294615,29,0.71630645068446,0.415923492130368,0.183942353865846,0.294943054545374,3,1,
0.71,710.5,269.5,220.5,3.5,4,0.1,5,10.67,14.26,192,0.995608736307175,0.953911878622309,0.86479427163069,0.461331780716262,14,0.0227018221108426,0.223316358657653,0.420015447784315,0.764790991218713,1,1,
0.71,710.5,269.5,220.5,3.5,5,0.1,5,13.69,13.89,130,0.692272985705146,0.356786415515412,0.727510321176491,0.721399254378283,56,0.893410746095466,0.608250204095084,0.682963702811888,0.923172894416386,1,4,
0.69,735,294,220.5,3.5,2,0.1,5,11.21,14.55,157,0.141893673605013,0.927093184142356,0.770453865125419,0.10907528932655,64,0.520017419736784,0.542258368426679,0.00575523742355189,0.0120862613061946,3,1,
0.69,735,294,220.5,3.5,3,0.1,5,11.14,14.28,88,0.338659145033632,0.180839243734354,0.820710483406219,0.0952511821582463,100,0.362993123366695,0.653467973982829,0.453683698434085,0.61262433924606,4,4,
0.69,735,294,220.5,3.5,4,0.1,5,11.11,14.46,11,0.112313410705294,0.170785813741421,0.0968147812592396,0.392892645018881,74,0.860812716191618,0.935764740451555,0.301639504614257,0.304274893889454,1,2,
0.69,735,294,220.5,3.5,5,0.1,5,11.16,14.39,174,0.574548157817237,0.138564023272693,0.44785134894854,0.0904085572564295,40,0.609961135644728,0.765798949119107,0.714232988336059,0.0874538564119123,2,1,
0.66,759.5,318.5,220.5,3.5,2,0.1,5,11.38,14.54,36,0.536594534573182,0.966711492008561,0.0645848138529608,0.24978034657709,96,0.828247316847797,0.871097344497395,0.251906064542813,0.401032765578334,2,1,
0.66,759.5,318.5,220.5,3.5,3,0.1,5,11.34,14.81,142,0.369125694547201,0.437853130447944,0.199270820963055,0.122065792366384,20,0.310553590210706,0.427331672577718,0.816673728223684,0.62107717183331,4,4,
0.66,759.5,318.5,220.5,3.5,4,0.1,5,11.22,14.65,92,0.947451335177123,0.0247122976675399,0.941010893706138,0.151384116923449,92,0.470205402560037,0.663657543969059,0.916257819712948,0.0363605219466075,2,1,
0.66,759.5,318.5,220.5,3.5,5,0.1,5,11.34,14.87,146,0.182772484608707,0.0828588454383601,0.621955777183888,0.135402860515622,75,0.447814179142685,0.21361326389453,0.0536342428920153,0.107977455128054,3,3,
0.64,784,343,220.5,3.5,2,0.1,5,15.16,19.24,96,0.790621730904021,0.893005711789891,0.480854864995854,0.288622600447626,48,0.255705620852583,0.18689429974441,0.87890537633412,0.0570482620510174,3,3,
0.64,784,343,220.5,3.5,3,0.1,5,15.37,19.18,175,0.924894689344716,0.499382168618935,0.470699173526973,0.294984773554832,38,0.79951406102485,0.0847607042015029,0.306159713352233,0.619906669884595,1,3,
0.64,784,343,220.5,3.5,4,0.1,5,15.12,19.26,191,0.85234912110473,0.680416680730089,0.266394655165789,0.126904502089836,7,0.244888070170387,0.972634369943041,0.115940996915331,0.839799170522655,1,3,
0.64,784,343,220.5,3.5,5,0.1,5,15.36,19.29,106,0.339830745368591,0.649928438871164,0.786427746080082,0.958173215028792,93,0.69348241466768,0.111335699965605,0.920668546016472,0.55011932478076,3,1,
0.62,808.5,367.5,220.5,3.5,2,0.1,5,12.59,14.24,67,0.329323949618585,0.745566340790495,0.964661005273662,0.564719904987863,20,0.448679671025568,0.683996137930683,0.666661443886376,0.734123852709024,2,1,
0.62,808.5,367.5,220.5,3.5,3,0.1,5,12.74,13.97,16,0.235284154342719,0.0472608336400773,0.298297956451378,0.2465132651568,57,0.365407334214043,0.975306062185684,0.465165392411515,0.534720918912629,4,3,
0.62,808.5,367.5,220.5,3.5,4,0.1,5,12.8,13.99,24,0.269445721692353,0.1337889826469,0.80776316661677,0.0417351490644905,82,0.00111476260603453,0.793594474279062,0.567223709199572,0.494914156104358,1,1,
0.62,808.5,367.5,220.5,3.5,5,0.1,5,12.62,14.15,126,0.393121411429852,0.818617250910468,0.980059116300091,0.548112985460297,78,0.490664643833912,0.942706902253189,0.488713563737114,0.76928152095292,4,2,
0.98,514.5,294,110.25,7,2,0.25,1,28.15,29.79,156,0.458650212201787,0.0596237314451585,0.23994367212385,0.656408899205882,21,0.172388716935266,0.534600964374461,0.993416997627723,0.289004471527952,3,3,
0.98,514.5,294,110.25,7,3,0.25,1,28.15,29.79,96,0.0312788208782197,0.385686298704849,0.459902694852456,0.469489379615145,5,0.763088619736194,0.180663502046712,0.233330512687141,0.341278163735762,2,4,
0.98,514.5,294,110.25,7,4,0.25,1,28.37,29.28,63,0.577353018736982,0.36074731295761,0.811028543064443,0.211747604009883,95,0.112266458587356,0.948629294634769,0.642655091702275,0.554827637940942,4,3,
0.98,514.5,294,110.25,7,5,0.25,1,28.41,29.49,150,0.351219197083864,0.296229995567317,0.809438373084239,0.360357278414386,77,0.983108573413942,0.170330401192079,0.883303777708263,0.725532128349081,3,4,
0.9,563.5,318.5,122.5,7,2,0.25,1,32.68,36.12,34,0.687347044524767,0.344038235260091,0.246243698030051,0.767874612511305,55,0.852102580123164,0.761727612534306,0.986855951570554,0.970005277576424,2,2,
0.9,563.5,318.5,122.5,7,3,0.25,1,33.48,33.17,73,0.275532813493625,0.580795824913329,0.374435054577509,0.960212799219934,42,0.589678756528037,0.0432778453718275,0.830819681453665,0.907201565269141,4,4,
0.9,563.5,318.5,122.5,7,4,0.25,1,32.84,32.71,51,0.184279879129556,0.0183789151711265,0.323426835603496,0.70951553485558,35,0.428923165405436,0.0614090479160733,0.828864152635194,0.321818351319039,1,2,
0.9,563.5,318.5,122.5,7,5,0.25,1,32,37.58,128,0.14951913162319,0.710298404913825,0.747350677882672,0.318930028525323,14,0.606922749776528,0.869277365771649,0.665796437086515,0.61912063186141,4,1,
0.86,588,294,147,7,2,0.25,1,29.54,33.98,106,0.0121961354524743,0.0343959255304396,0.890029741116451,0.836035344341269,74,0.103571780782036,0.639491391067793,0.808733909168419,0.0861377408736836,1,2,
0.86,588,294,147,7,3,0.25,1,30.05,28.61,79,0.576247488801169,0.805841702300899,0.157245026951949,0.776265260126373,63,0.104370509805881,0.468603383261215,0.886852527376086,0.00985741734078077,4,1,
0.86,588,294,147,7,4,0.25,1,29.6,30.12,200,0.536433038706743,0.371244790528763,0.93457220173998,0.89553202519784,16,0.537585981119737,0.691032506993169,0.665392932319727,0.680137563628517,1,4,
0.86,588,294,147,7,5,0.25,1,28.66,34.73,177,0.923327359920359,0.804254613614585,0.791009807464009,0.571948457663215,9,0.118601133408224,0.461940152468744,0.994616525541041,0.937706361138062,3,3,
0.82,612.5,318.5,147,7,2,0.25,1,26.84,30.17,65,0.256863424500044,0.205797356900824,0.739612850281834,0.801346708537616,19,0.0941152027060075,0.798548873113309,0.0327884085039967,0.962862807754052,2,2,
0.82,612.5,318.5,147,7,3,0.25,1,27.27,27.84,112,0.199933887165913,0.260630884065953,0.336742470798758,0.363436035645105,75,0.565666821518182,0.293991123740552,0.742859163191153,0.521232860782388,4,1,
0.82,612.5,318.5,147,7,4,0.25,1,26.97,27.25,6,0.98128285209128,0.802198210326838,0.179802601870117,0.263824477605615,19,0.244417103911174,0.705699036671518,0.164195347541162,0.702184325058098,2,1,
0.82,612.5,318.5,147,7,5,0.25,1,26.19,31.39,82,0.786929258027986,0.0172894141366067,0.777573333476352,0.741363246106255,65,0.15287914956645,0.330328372719375,0.978114819009044,0.274470696879655,1,4,
0.79,637,343,147,7,2,0.25,1,38.67,43.8,106,0.581102094244444,0.446081884405323,0.342507595201452,0.358932485565596,20,0.655568128344419,0.426108474348136,0.935461015412833,0.286379874550458,2,2,
0.79,637,343,147,7,3,0.25,1,40.03,37.81,188,0.955372413185406,0.250369672304201,0.616765858421171,0.761933398286327,84,0.167150472495419,0.200871852196874,0.998389996597219,0.265743675284731,3,3,
0.79,637,343,147,7,4,0.25,1,39.86,36.85,29,0.293636512332378,0.615387180486876,0.601862375693674,0.435338735212287,16,0.293848788655905,0.188207610522507,0.353310275487148,0.125253047209835,4,2,
0.79,637,343,147,7,5,0.25,1,39.04,45.52,153,0.652332271183617,0.804872870242496,0.580393285947468,0.540136017282684,91,0.799763231497423,0.324633258523423,0.194046765020093,0.592123225040526,1,2,
0.76,661.5,416.5,122.5,7,2,0.25,1,36.96,36.85,197,0.326339043266754,0.843143327637718,0.886603704498667,0.400753932699751,23,0.979621776726984,0.0636466269448465,0.22254677519675,0.0518602641437202,4,3,
0.76,661.5,416.5,122.5,7,3,0.25,1,36.13,37.58,4,0.164043455751635,0.929696875185404,0.0204830118876735,0.205980815289972,17,0.378846643640276,0.391155962521067,0.765621424168677,0.381994876880729,3,3,
0.76,661.5,416.5,122.5,7,4,0.25,1,36.91,37.45,21,0.274619303781367,0.928022657645668,0.00497594954413913,0.879693273166094,47,0.684670369149157,0.460933440239784,0.285602559875634,0.766231630580071,4,1,
0.76,661.5,416.5,122.5,7,5,0.25,1,36.43,36.62,42,0.929431121420765,0.557649549366526,0.0708389359642501,0.282002051669668,38,0.632137637941462,0.989894882238786,0.287115029203291,0.536431658312204,4,1,
0.74,686,245,220.5,3.5,2,0.25,1,12.43,15.19,79,0.151212099952673,0.744150654606515,0.963565046293154,0.155501049585997,45,0.259215818222083,0.692733378640109,0.118839075929847,0.236846488417024,1,2,
0.74,686,245,220.5,3.5,3,0.25,1,12.5,15.5,94,0.713080026687882,0.73581232795303,0.591210186614861,0.161996402418263,20,0.109096727326464,0.0840501040048331,0.77775542071728,0.00673467821852501,3,3,
0.74,686,245,220.5,3.5,4,0.25,1,12.41,15.28,163,0.312978097054752,0.877057216028316,0.490508913898116,0.111438048717903,75,0.908867762292963,0.515084558609587,0.608076574071522,0.780264211075958,2,4,
0.74,686,245,220.5,3.5,5,0.25,1,12.45,15.5,63,0.689243918590633,0.599030435138971,0.755265958030316,0.335251877244577,70,0.936081529184877,0.181774438966659,0.723074759605805,0.0737142769288288,3,2,
0.71,710.5,269.5,220.5,3.5,2,0.25,1,12.57,15.42,141,0.548283410482096,0.901822103334225,0.00146082330737301,0.945331169955335,65,0.983904122695534,0.79214656900939,0.113332821323301,0.705198242889647,2,3,
0.71,710.5,269.5,220.5,3.5,3,0.25,1,12.65,15.85,156,0.60821593879624,0.362974480398829,0.444492456040034,0.728945765812354,68,0.858118341780961,0.900532064702965,0.0824739139750268,0.735370553322715,1,1,
0.71,710.5,269.5,220.5,3.5,4,0.25,1,12.57,15.44,112,0.721926288505879,0.553751053523486,0.48751871716945,0.341467335734703,6,0.917398050953365,0.112473529239935,0.5093743132574,0.0652711313709495,2,3,
0.71,710.5,269.5,220.5,3.5,5,0.25,1,12.63,15.81,179,0.0586258857081839,0.241877105890206,0.825529740865646,0.432861965765815,16,0.248608278601279,0.469229558188455,0.947245110508754,0.502085479311001,4,4,
0.69,735,294,220.5,3.5,2,0.25,1,12.78,15.21,42,0.73330039693503,0.736756906862514,0.561290779695901,0.170170839663233,51,0.346040614724472,0.497699476426222,0.0921255198384182,0.0408521864893981,2,3,
0.69,735,294,220.5,3.5,3,0.25,1,12.93,15.63,32,0.156776589252989,0.372221085193568,0.103494977136631,0.25957190764581,79,0.171160423920121,0.725706874613122,0.881375820624898,0.00572169656354092,4,1,
0.69,735,294,220.5,3.5,4,0.25,1,12.73,15.48,140,0.88528467367072,0.856668847290534,0.15425223276631,0.559184954872447,56,0.0255849101317254,0.773456963007349,0.487505281105713,0.473011610698491,3,2,
0.69,735,294,220.5,3.5,5,0.25,1,12.72,15.78,21,0.412067109328758,0.170817215217357,0.543468680257267,0.782964529666678,59,0.40133678142574,0.695434758644519,0.227628808630798,0.286804338378409,3,2,
0.66,759.5,318.5,220.5,3.5,2,0.25,1,13.17,16.39,137,0.563328339573401,0.491148426682682,0.217812281274079,0.967736266908493,13,0.800634913241168,0.00148235701981092,0.202771404383901,0.654292842894786,4,2,
0.66,759.5,318.5,220.5,3.5,3,0.25,1,13.18,16.27,139,0.368543993600968,0.682688511781953,0.0706044451863255,0.199775473658281,47,0.861425602944415,0.833575917587225,0.586881566382118,0.954388309635697,3,4,
0.66,759.5,318.5,220.5,3.5,4,0.25,1,13.17,16.39,99,0.682068635788865,0.0554887799125715,0.324746371970539,0.103624965708774,1,0.247765675872104,0.101242244100184,0.232514604143298,0.35584419836644,1,4,
0.66,759.5,318.5,220.5,3.5,5,0.25,1,13.18,16.19,84,0.199455154355442,0.486435279310855,0.779760993694651,0.182895530540759,3,0.986384383770272,0.625612730538385,0.969472784543385,0.543957975926497,4,1,
0.64,784,343,220.5,3.5,2,0.25,1,17.5,21.13,116,0.463095715771638,0.812711563379789,0.396278746557643,0.787068084007481,15,0.571663887150221,0.197439226084879,0.0972671845505934,0.36434323561427,3,3,
0.64,784,343,220.5,3.5,3,0.25,1,17.35,21.19,28,0.145753767564013,0.97514728596162,0.925874352160154,0.10432080769367,4,0.551733543346185,0.498675052174232,0.031957109422538,0.559326074400207,2,1,
0.64,784,343,220.5,3.5,4,0.25,1,17.52,21.09,25,0.0621894690765874,0.0480618771914003,0.230564883711704,0.250989568533775,7,0.759753867689312,0.835571474611697,0.931114501576458,0.893234920400055,4,1,
0.64,784,343,220.5,3.5,5,0.25,1,17.37,21.08,41,0.0191758019329439,0.812349037591055,0.332005693506983,0.152783585593371,78,0.431505695632045,0.318018468830878,0.0639255911619899,0.328763994519072,1,1,
0.62,808.5,367.5,220.5,3.5,2,0.25,1,15.09,15.77,147,0.580136061596492,0.0386603418071141,0.524931967752437,0.936116563160962,72,0.208792049450756,0.62814680859271,0.420615795982822,0.111202385202374,3,3,
0.62,808.5,367.5,220.5,3.5,3,0.25,1,15.12,15.95,34,0.504872493372509,0.443984581647189,0.59614517525529,0.211263705894566,1,0.351534893354052,0.0937263155809244,0.497691023444542,0.58438647322604,3,4,
0.62,808.5,367.5,220.5,3.5,4,0.25,1,15.08,15.77,67,0.906450222523206,0.798767144303594,0.497505668712791,0.293220473293037,54,0.438525559596556,0.40764946589279,0.100538443338765,0.485734276531757,4,3,
0.62,808.5,367.5,220.5,3.5,5,0.25,1,15.16,15.76,172,0.16983595654515,0.0728404496782227,0.587083297879898,0.638053883836545,37,0.376095806679458,0.670403419103046,0.051986754126359,0.924070826241554,3,4,
0.98,514.5,294,110.25,7,2,0.25,2,28.67,29.62,193,0.221753490107441,0.448522660243156,0.00402341871345704,0.353236319975415,62,0.541264579648631,0.228777794514026,0.175254470986816,0.412106423386007,1,3,
0.98,514.5,294,110.25,7,3,0.25,2,28.57,29.69,118,0.548299886310378,0.562694070259668,0.961571226748071,0.551893174466722,64,0.383297553323217,0.471312486964689,0.856332903204548,0.543208759087611,3,3,
0.98,514.5,294,110.25,7,4,0.25,2,28.18,30.18,96,0.918090838235085,0.208515964300072,0.996175580711287,0.521665507222512,39,0.0410389024324112,0.651757999646203,0.874942549941188,0.121238357182146,3,3,
0.98,514.5,294,110.25,7,5,0.25,2,28.6,30.02,80,0.979324549771824,0.0934590787334474,0.806967372662466,0.929636647649758,89,0.361498227553284,0.895389026022163,0.646028382859124,0.276906509367583,2,1,
0.9,563.5,318.5,122.5,7,2,0.25,2,32.46,35.56,84,0.350160823201863,0.0420568012028308,0.019488183107306,0.0870501326778752,70,0.307745506454203,0.738275193212412,0.453678130805049,0.458977837369875,1,3,
0.9,563.5,318.5,122.5,7,3,0.25,2,33.27,32.64,112,0.709835179388343,0.886908730798027,0.317904469871504,0.291387464958273,56,0.425019181282603,0.0730711462958054,0.859341086294148,0.963208171941704,2,1,
0.9,563.5,318.5,122.5,7,4,0.25,2,32.33,32.77,30,0.779995043690445,0.896086547302057,0.0718299673062481,0.887096204794256,84,0.236713616353392,0.142730954319093,0.430833527611563,0.658571065210223,2,1,
0.9,563.5,318.5,122.5,7,5,0.25,2,31.66,37.72,8,0.0374830933240763,0.449310973955583,0.00945055599600133,0.919646667603917,69,0.788042972437108,0.85946077184279,0.0239629321294022,0.660593844049017,2,1,
0.86,588,294,147,7,2,0.25,2,29.34,33.37,104,0.353881251590598,0.59872832591765,0.229034470358591,0.94150020922362,58,0.285068297723772,0.473291463593133,0.248805464369741,0.26502377342711,2,4,
0.86,588,294,147,7,3,0.25,2,29.87,27.89,161,0.561413067633591,0.859373667995909,0.385110182082477,0.261108052903625,59,0.508918006285646,0.59724436463531,0.760042592162049,0.179966267122745,3,2,
0.86,588,294,147,7,4,0.25,2,29.27,29.9,19,0.800131228778508,0.27242568208829,0.989826784824858,0.654456526442621,52,0.264340605182625,0.74478284468434,0.430676593800531,0.198804714752177,4,4,
0.86,588,294,147,7,5,0.25,2,28.4,34.52,152,0.386252973281967,0.371594004985155,0.812886461398814,0.520589813226777,42,0.364466751254224,0.290913850155878,0.66209940466291,0.108274474618824,3,1,
0.82,612.5,318.5,147,7,2,0.25,2,25.74,28.27,70,0.41494104803684,0.465169911760986,0.17838801198089,0.799260285187855,5,0.21516015086474,0.641014951219433,0.554385500389724,0.432875504168735,1,4,
0.82,612.5,318.5,147,7,3,0.25,2,25.98,26.96,178,0.0528739975071066,0.471293205865499,0.513906306894068,0.614207175072249,88,0.0266061979632022,0.0194153373672993,0.365167603839818,0.279575532641645,2,2,
0.82,612.5,318.5,147,7,4,0.25,2,25.38,26.72,163,0.104865736591554,0.458666894135174,0.589645454231989,0.696020428420134,33,0.8801519315448,0.0525507316893663,0.0935020279255535,0.782270954490008,2,1,
0.82,612.5,318.5,147,7,5,0.25,2,24.94,29.88,186,0.31068816075237,0.887408402638551,0.120991093330599,0.0132382487459256,52,0.942746021824935,0.0167644096306728,0.467718085757119,0.465490863621808,1,3,
0.79,637,343,147,7,2,0.25,2,38.57,43.86,117,0.115134678117738,0.503388273052806,0.121067343760665,0.253394230334583,57,0.287254983685067,0.988642120223518,0.237160353344883,0.746556217400513,3,3,
0.79,637,343,147,7,3,0.25,2,40.19,37.41,9,0.070612433847722,0.378255148335146,0.305236633576522,0.887153783112759,12,0.708534920855874,0.574446215416281,0.562796436655556,0.333845904341483,3,4,
0.79,637,343,147,7,4,0.25,2,39.97,36.77,8,0.345969959208056,0.992636496960314,0.271911518055448,0.487808364825527,18,0.953483072197005,0.98486197287061,0.256356148816555,0.885905719547154,4,1,
0.79,637,343,147,7,5,0.25,2,38.98,45.97,4,0.971086079431063,0.520048584032956,0.0771830050385276,0.872936405752097,58,0.945504158890406,0.149861885730357,0.411673104095984,0.265658469166318,3,4,
0.76,661.5,416.5,122.5,7,2,0.25,2,36.95,36.87,80,0.180314710011222,0.26014181305885,0.779845946414251,0.0129006134275024,80,0.654081091328585,0.489003343216627,0.623571542735434,0.920284021607103,3,4,
0.76,661.5,416.5,122.5,7,3,0.25,2,36.28,37.35,51,0.372090919481375,0.515799059089567,0.614707410881388,0.387057811612471,54,0.283038197477,0.124781088731351,0.737349042166187,0.246379105453714,2,2,
0.76,661.5,416.5,122.5,7,4,0.25,2,36.86,37.28,23,0.0415979695974589,0.16654299177884,0.561753716540878,0.886848793090471,1,0.678410909553222,0.534676904591406,0.750173587659304,0.921303568040168,3,4,
0.76,661.5,416.5,122.5,7,5,0.25,2,36.45,36.81,91,0.312683361723501,0.466512194874625,0.615751536582588,0.405197294749696,20,0.0690251623695036,0.180011549226093,0.552109692688124,0.66362454752944,3,1,
0.74,686,245,220.5,3.5,2,0.25,2,12.35,14.73,29,0.80137729328505,0.0924503735720037,0.626810238862158,0.142604046962734,9,0.995137465535154,0.615515791493068,0.334297351671445,0.213969077221718,3,2,
0.74,686,245,220.5,3.5,3,0.25,2,12.45,15.1,9,0.777691532102818,0.53617530254809,0.257716315468493,0.546984149537563,64,0.99809813245611,0.662478381502765,0.110952881119397,0.425386609893867,1,2,
0.74,686,245,220.5,3.5,4,0.25,2,12.16,15.18,11,0.610344173003901,0.754491347688231,0.993750413848959,0.198304126889065,68,0.117656483690601,0.566989643110438,0.971284751824433,0.511907545718725,3,3,
0.74,686,245,220.5,3.5,5,0.25,2,12.3,15.44,61,0.494263663779278,0.589234711797891,0.453736346723494,0.491838428933341,12,0.683378443926441,0.701360696558114,0.173939002370948,0.949149006303131,2,1,
0.71,710.5,269.5,220.5,3.5,2,0.25,2,12.33,14.91,114,0.17563502091359,0.751461266314373,0.652962400489134,0.863866801382582,46,0.881051889464919,0.022083076491671,0.31209020863132,0.964338895083476,1,4,
0.71,710.5,269.5,220.5,3.5,3,0.25,2,12.29,15.4,58,0.333012853853974,0.822880067741266,0.686394818605167,0.986175729577713,7,0.900567193421044,0.640936292798003,0.371820701987155,0.513824450046256,4,4,
0.71,710.5,269.5,220.5,3.5,4,0.25,2,12.2,14.94,58,0.501683423636237,0.219466855601561,0.617673677942422,0.754429668893697,7,0.622442788782439,0.498001620059094,0.466447244878043,0.857989590472212,2,3,
0.71,710.5,269.5,220.5,3.5,5,0.25,2,12.49,15.32,130,0.500874751333189,0.390521536687414,0.284534575066856,0.293747615955517,48,0.369422811280945,0.226559521804059,0.193050173179682,0.894962157424686,4,3,
0.69,735,294,220.5,3.5,2,0.25,2,12.85,15.52,2,0.634275996036386,0.244968447542324,0.432292799452703,0.47970636515324,59,0.952784652679349,0.0147841189615932,0.194155410099735,0.497735157140348,4,2,
0.69,735,294,220.5,3.5,3,0.25,2,12.87,15.85,154,0.34149268083438,0.490448350278699,0.280009967365302,0.423149809723565,98,0.680657422961057,0.567662263361769,0.222988349162911,0.457460703988809,2,2,
0.69,735,294,220.5,3.5,4,0.25,2,12.73,15.66,38,0.470781359138067,0.7449228718712,0.391801706672521,0.99190041740577,85,0.0567319671851068,0.714015671376381,0.649914468566603,0.268179187835396,3,2,
0.69,735,294,220.5,3.5,5,0.25,2,12.95,15.99,119,0.219949291563765,0.221612227995147,0.0206957588738165,0.0362292672415721,20,0.203475766650073,0.0152456510717272,0.208166959240682,0.153380688106234,2,4,
0.66,759.5,318.5,220.5,3.5,2,0.25,2,13.05,15.89,36,0.668734999607168,0.576409576219019,0.999543540157823,0.24710470697239,29,0.347345816876504,0.254417987345471,0.648648558581086,0.908572576695107,1,3,
0.66,759.5,318.5,220.5,3.5,3,0.25,2,12.93,15.85,37,0.127998627538838,0.297492262973642,0.269975882541783,0.0343579315484305,66,0.159521582372606,0.00895146192504329,0.399303310342669,0.0926242605664548,4,2,
0.66,759.5,318.5,220.5,3.5,4,0.25,2,12.77,16.22,100,0.361499161862966,0.248368697432939,0.101518617786873,0.605970926430927,18,0.27375580851573,0.904324989543135,0.0357671008525528,0.92216723946115,2,2,
0.66,759.5,318.5,220.5,3.5,5,0.25,2,13,15.87,71,0.0270492735734466,0.144355744416946,0.366596542799561,0.197166571200599,21,0.862308132475458,0.243233070427467,0.645712227910448,0.742574298604994,4,2,
0.64,784,343,220.5,3.5,2,0.25,2,17.14,20.47,171,0.403030859125637,0.118096327546954,0.103516696433304,0.272970385209386,55,0.758997344972028,0.126563842252208,0.999684373375303,0.906656541863328,1,1,
0.64,784,343,220.5,3.5,3,0.25,2,16.84,20.56,122,0.606643423715611,0.0934748914614297,0.581056495810504,0.0699879170288534,39,0.340697805683993,0.0658727184392936,0.0910449496088185,0.889038182371466,1,1,
0.64,784,343,220.5,3.5,4,0.25,2,17.02,20.48,199,0.0128107366439696,0.00803079574999831,0.288098942786919,0.0980660317739869,79,0.978878315452123,0.380502044986111,0.826194039462425,0.446008614645605,2,3,
0.64,784,343,220.5,3.5,5,0.25,2,17.11,20.43,104,0.138836114538384,0.0603614120299478,0.897606518960197,0.8579817809737,56,0.776167298526801,0.52474358374439,0.882241779506713,0.82445051984177,4,1,
0.62,808.5,367.5,220.5,3.5,2,0.25,2,14.34,15.32,105,0.63062415278827,0.856304497712602,0.437782336161176,0.279422886312117,78,0.753852624170865,0.805148485685695,0.772047166210254,0.241910511769126,2,2,
0.62,808.5,367.5,220.5,3.5,3,0.25,2,14.66,15.64,142,0.87357556600136,0.230638274145881,0.158315961323919,0.618862971210738,93,0.806493998189665,0.846013348726113,0.213953957133629,0.55975610085543,4,1,
